"Course Subject Code","Course Number","Course Title","Credits - Credit Hours - Credit Hours Min","Credits - Credit Hours - Credit Hours Max","Credits - Credit Hours - Credit Hours Value","Credits - Credit Hours - Credit Hours Operator","Credits - Contact Hours - Contact Hours Min","Credits - Contact Hours - Contact Hours Max","Credits - Contact Hours - Contact Hours Value","Credits - Contact Hours - Contact Hours Operator","Credits - Billing Hours - Billing Hours Min","Credits - Billing Hours - Billing Hours Max","Credits - Billing Hours - Billing Hours Value","Credits - Billing Hours - Billing Hours Operator","Credits - Lecture Hours - Lecture Hours Min","Credits - Lecture Hours - Lecture Hours Max","Credits - Lecture Hours - Lecture Hours Value","Credits - Lecture Hours - Lecture Hours Operator","Credits - Lab Hours - Lab Hours Min","Credits - Lab Hours - Lab Hours Max","Credits - Lab Hours - Lab Hours Value","Credits - Lab Hours - Lab Hours Operator","Credits - Other Hours - Other Hours Min","Credits - Other Hours - Other Hours Max","Credits - Other Hours - Other Hours Value","Credits - Other Hours - Other Hours Operator","Credits - Course Count","Credits - Repeatable","Credits - Number Of Repeats","Credits - Number Of Credits","Course Description"
"HOSP","252","HUMAN RESOURCES","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","252 HUMAN RESOURCES  3 (3-0)

Prepares student for transition from employee to supervisor.  Students evaluate styles of leadership and develop effective skills in human relations and personnel management."
"INMT","206","HYDRAUL/PNEUMA.CIRCUT.","2","-","-","-","3","-","-","-","3","-","-","-","1","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","206  HYDRAULIC AND PNEUMATIC CIRCUITRY   2(1-2)

Covers practical hydraulic and pneumatic power and control circuitry; selection of control methods and component sizing for desired function, timing, sequence, speed and pressure requirements. Considerations such as cost, efficiency, energy consumption and maintainability with practice in connecting circuits and testing proper function.

Prerequisites: INMT 204

Additional Course Fee: $15.00"
"INMT","205","HYDRAUL/PNEUMATIC MAIN.","2","-","-","-","3","-","-","-","3","-","-","-","1","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","205  HYDRAULICS AND PNEUMATICS MAINTENANCE    2(1-2)

Troubleshooting, preventive maintenance and repair methods for industrial fluid power systems common to the field of industrial automation.  Topics include pumps, cylinders, intensifiers, valves, motor circuits and related electrical control.

Prerequisites: INMT 204

Additional Course Fee: $15.00"
"DRAM","125","IMPROVISATION AND THEATRE GAME","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","125 IMPROVISATION AND THEATRE GAMES   3 (3-0)

In this experiential workshop course, students will learn and build upon the tenets and rules of theatrical improvisation, with ultimate emphasis on applying these to one’s own life. Through theatre games, and improvised experiences and performance, students will work toward freeing themselves physically, vocally, emotionally, and mentally, to stimulate creativity, imagination, self-expression, and the collaborative spirit. This course may be taken for credit multiple times.

Prerequisites: None"
"BUSA","224","INCOME TAX ACCOUNTING","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","224  INCOME TAX ACCOUNTING   3(3-0)

Basic concepts applicable to all taxpayers with emphasis on taxable income for individuals. Includes gross income, exclusions and deductions from gross income, nonbusiness deductions, gains and losses on sale or exchange of assets, and tax credits. Frequent reference to the Internal Revenue Code and Regulations.

Prerequisites: BUSA 201"
"ENGL","299","IND. STUDY / ENGLISH","1","-","-","-","1","-","-","-","1","-","-","-","0","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","-"
"EAP","299","IND. STUDY- ENGL FOR ACAD PURP","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","-"
"PSYC","298","IND. STUDY/PSYCHOLOGY","1","-","-","-","1","-","-","-","1","-","-","-","0","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","-"
"MACH","298","INDEPEN STUDY MACHINE TOOL","1","-","-","-","1","-","-","-","1","-","-","-","0","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","-"
"MACH","299","INDEPEN STUDY: MACH TOOL TECH.","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","-"
"RADT","299","Independent Study Rad Tech","0","2","-","-","0","4","-","-","0","4","-","-","0","2","-","-","0","2","-","-","-","-","-","-","-","-","-","-","-"
"RADT","298","Independent Study Rad Tech","1","-","-","-","1","-","-","-","1","-","-","-","0","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","-"
"MUSI","298","INDEPENDENT STUDY/MUSIC","1","-","-","-","1","-","-","-","1","-","-","-","0.5","-","-","-","0.5","-","-","-","-","-","-","-","-","-","-","-","-"
"MUSI","299","INDEPENDENT STUDY/MUSIC","2","-","-","-","2","-","-","-","2","-","-","-","1","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-"
"ENGL","212","INDIGENOUS LITERATURES OF NORT","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","212 INDIGENOUS LITERATURES OF NORTH AMERICA    3 (3-0)

A course examining oral and written works by authors from Indigenous People of North America. Special attention paid to fiction, poetry, drama, and film of the 20th and 21st century. Literatures will be examined through the social, historical, cultural, and political issues which have influenced the lives of Indigenous people of the past and present. 

Prerequisites: ENGL 101 (may be taken concurrently)"
"TRIN","156","INDUSTRIAL RIGGING","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","156 INDUSTRIAL RIGGING    2(2-0)

Industrial specialty course for skilled trades and trades that require basic understanding of techniques, methods and materials needed to perform rigging tasks safely. Basic principles and practices for industrial rigging tools and load configurations, machinery moving, foundations, cranes and hoists, cable, chain and wire rope sling, inspection and maintenance documentation and OSHA/MIOSHA standards.

Prerequisites: None"
"MANU","222","INDUSTRIAL ROBOTICS","4","-","-","-","5","-","-","-","5","-","-","-","3","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","222 INDUSTRIAL ROBOTICS    4(3-2)

Course designed to provide students with additional basic operational knowledge and skills in working with robots. Focus will be on robotic weld setup and programming, MACRO programs, additional commands and an introduction to vision programming. 

Prerequisites:  MANU 122"
"TRIN","138","INDUSTRIAL SAFETY","1","-","-","-","1","-","-","-","1","-","-","-","1","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","138 INDUSTRIAL SAFETY    1(1-0)

Safety rules as applied to industry are discussed. OSHA standards and guidelines are presented.

Prerequisite:  None"
"CHDV","111","INFANT & TODDLER DEVELOPMENT","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","111 INFANT AND TODDLER DEVELOPMENT     3 (3-0)

This course will focus on the importance of development for infants and toddlers including prenatal development though the first three years of life. The developmental areas will include: physical, motor, perceptual, cognitive, emotional, social and language development. Note: This course is not a part of the Teacher Education programming sequence. Note: This course is not a part of the Teacher Education programming sequence.

Prerequisites: CHDV 110"
"CORR","162","INSTITUTION POPULATION","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","162 INSTITUTIONAL POPULATIONS   3 (3-0)

Basic principles of human and criminal behavior and role of biological, psychological, environmental and social influences in development of normal and criminal personalities. Individual and group techniques for changing attitudes. Institutionalization and controlled community alternatives to institutionalization evaluated. Note: To qualify for Corrections Officer Academic Certificate, a student must achieve at lease a C (2.0) in course.

Prerequisites: None"
"CRIM","161","INSTITUTIONAL OPERATIONS","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","161 INSTITUTIONAL OPERATIONS   3 (3-0) 

This is an introductory study of correctional institutions and their role in the criminal justice process and society. The course will include, but is not limited to, the study and discussion of correctional institutions, its history, purpose, and objectives. Also included will be a study of the types of institutions, correctional programs, institutional problems, security procedures, correctional and criminal law, management techniques, alternatives to institutionalization, and correctional planning. 

Prerequisites: None"
"CRIM","162","INSTITUTIONAL POPULATIONS","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","162 INSTITUTIONAL POPULATIONS   3 (3-0)

Basic principles of human and criminal behavior and the role of biological, psychological, environmental, and social influences in the development of normal and criminal personalities, and individual and group techniques for changing attitudes. Institutionalization and controlled community alternatives to institutionalization are evaluated.

Prerequisites: None"
"MUSI","103","INSTRUMENTAL ENSEMBLE","1","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","103 INSTRUMENTAL ENSEMBLE   1 (0-2)

Music ranging from traditional through contemporary styles. Open to all students and community members, through audition, with interest in performing band/orchestral music. Students will focus on developing advanced ensemble skills, including intonation, balance, blend, phrasing, and interpretation. 

Prerequisites: Audition required; contact Visual and Performing Arts Department Chair.

NOTE: May be repeated for credit, up to 4 credit hours total.

Additional Course Fee: $25.00"
"INS","100R","INSURANCE INDUSTRY PROFESSION","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","100R INSURANCE INDUSTRY PROFESSION   3 (3-0)

Introduction to the insurance industry profession and environment. Includes identification of personal career goals, effective workplace behaviors and professionalism in the workplace in addition to strategies for problem solving and conflict management. Also covers the importance of integrity and ethical behavior in the insurance industry. This course is delivered through a partnership with Rio Salado College.

Prerequisites: None"
"PHSC","226","INTEG SCI FOR PK-3 TEACHERS","3","-","-","-","5","-","-","-","5","-","-","-","2","-","-","-","3","-","-","-","-","-","-","-","-","-","-","-","-"
"BIOL","225","INTEGRAT LIFE SCI K-6 TEACHERS","4","-","-","-","5","-","-","-","5","-","-","-","3","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","225 INTEGRATED LIFE SCIENCE FOR K-6 GRADE TEACHERS    4(3-2)

This course promotes mastery of life and Earth science concepts necessary to teach K-8 science. Through inquiry and group discussions students develop reasoning and thinking skills critical to science while also developing mastery of science content.

Prerequisites: ENGL101 (may be taken concurrently)"
"DANC","103","INTEGRATED MOVEMENT AND DANCE","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","103 INTEGRATED MOVEMENT AND DANCE   2 (2-0) 

This course introduces a variety of styles of dance to students with little or no dance experience. Emphasis will be placed on the fundamental technique, style, and skills of integrated movement. Students will also analyze and interpret classic and contemporary dance through video and live performance. This course is taught through studio practice, lectures, and discussions.

Prerequisites: None
"
"AGRI","150","INTEGRATED PEST MANAGEMENT","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","150 INTEGRATED PEST MANAGEMENT     3 (3-0)

This course is an introduction to the identification, life cycles, and control of insects, pests and diseases.  It focuses on the fundamentals of entomology and plant pathology as they relate to agriculture in southwest Michigan. 

Prerequisites: None"
